Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,2,2,2,54,1,146,"0,00%","266,9","88,3","11,45"
Total,3000,2,2,2,2,54,1,146,"0,00%","266,9","88,3","11,45"
