Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,1,2,141,0,211,"0,00%","267,0","63,6","19,67"
Total,3000,3,1,1,2,141,0,211,"0,00%","267,0","63,6","19,67"
