Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,2,2,7,126,1,173,"0,00%","406,0","96,7","17,72"
Total,3000,4,2,2,7,126,1,173,"0,00%","406,0","96,7","17,72"
